Student_ID,Name,Gender,Age,Grade_Level,Region,Country,School_Name,Mode,Course_ID,Course_Name,AI_Tool_Used,AI_Assistance_Level,Study_Hours,Video_Watched,Assignments_Submitted,Attendance_%,Quiz_Score,Assignment_Score,Exam_Score,Previous_Score,Discussion_Posts,Feedback_Sentiment,Satisfaction_Rating,Dropout_Risk,Recommendation_Count,AI_Feedback_Score,Accuracy_Score,Instructor_ID,Instructor_Experience,AI_Tool_Proficiency,Date,Semester,Academic_Year,Final_Score,Improvement_%,Performance_Category,Quiz_Score_num,Assignment_Score_num,Exam_Score_num,Previous_Score_num,AI_Feedback_Score_num,Accuracy_Score_num,Final_Score_num,PctScore,Study_Hours_num
S11829,Riya,M,24,B.Tech 1st Year,Hyderabad,India,JNTU,Traditional,C2029,Cloud Basics,Khanmigo,64,12,7,5,72,55,77,54,50,19,Positive,9,High,17,92,92,I1929,13,77,06-03-2025,1,2025,62,24.0,Average,55.0,77.0,54.0,50.0,92.0,92.0,62.0,61.1,12
S11830,Riya,F,22,B.Tech 4th Year,Delhi,India,VIT,AI,C2030,Python Programming,Coursera AI Tutor,74,13,9,6,64,82,62,53,54,13,Positive,5,Low,10,85,85,I1930,11,82,03-06-2023,2,2023,65.67,21.61,Average,90.2,68.2,58.300000000000004,59.400000000000006,93.50000000000001,93.50000000000001,72.23700000000001,67.65,13
S11831,Neha,M,23,B.Tech 1st Year,Pune,India,BITS Pilani,AI,C2031,Machine Learning,ChatGPT,63,15,26,6,71,60,86,83,88,10,Neutral,6,Medium,6,92,69,I1931,9,92,02-05-2024,2,2023,76.33,-13.26,Average,66.0,94.60000000000001,91.30000000000001,96.80000000000001,101.2,75.9,83.96300000000001,87.23,15
S11832,Aarav,F,18,B.Tech 2nd Year,Bangalore,India,JNTU,AI,C2032,Data Science,EdX Bot,85,12,10,5,85,59,61,51,64,13,Neutral,7,Low,13,72,79,I1932,4,65,16-11-2024,1,2023,57,-10.94,Average,64.9,67.10000000000001,56.1,70.4,79.2,86.9,62.7,61.160000000000004,12
S11833,Ananya,M,19,B.Tech 4th Year,Delhi,India,IIT Hyderabad,Traditional,C2033,Data Science,Google Classroom AI,97,10,12,5,94,98,53,53,73,10,Positive,5,High,8,97,74,I1933,2,90,24-10-2023,1,2023,68,-6.85,Average,98.0,53.0,53.0,73.0,97.0,74.0,68.0,62.0,10
S11834,Aarav,F,19,B.Tech 1st Year,Hyderabad,India,IIT Hyderabad,AI,C2034,Data Science,Coursera AI Tutor,79,12,28,9,77,76,69,72,62,6,Positive,5,Low,13,86,84,I1934,8,75,28-08-2023,2,2024,72.33,16.66,Average,83.60000000000001,75.9,79.2,68.2,94.60000000000001,92.4,79.563,79.09000000000002,12
S11835,Rohit,F,18,B.Tech 2nd Year,Pune,India,IIT Hyderabad,Traditional,C2035,Machine Learning,Khanmigo,92,12,17,5,77,66,59,64,82,11,Positive,6,High,19,90,89,I1935,2,92,12-02-2024,1,2025,63,-23.17,Average,66.0,59.0,64.0,82.0,90.0,89.0,63.0,62.9,12
S11836,Kiran,F,19,B.Tech 1st Year,Bangalore,India,SRM,AI,C2036,Machine Learning,Google Classroom AI,77,5,17,5,62,74,98,84,67,16,Positive,6,Low,8,79,62,I1936,8,90,24-12-2025,1,2023,85.33,27.36,High,81.4,107.80000000000001,92.4,73.7,86.9,68.2,93.863,94.82000000000001,5
S11837,Rohit,F,24,B.Tech 1st Year,Mumbai,India,SRM,AI,C2037,Cloud Basics,Coursera AI Tutor,60,12,5,9,85,55,94,93,43,6,Positive,8,Low,15,74,82,I1937,14,91,14-11-2023,2,2024,80.67,87.6,High,60.50000000000001,103.4,102.30000000000001,47.300000000000004,81.4,90.2,88.73700000000001,94.27000000000001,12
S11838,Neha,F,21,B.Tech 4th Year,Bangalore,India,IIT Hyderabad,AI,C2038,Machine Learning,Coursera AI Tutor,93,11,23,7,74,67,96,86,42,12,Neutral,6,Low,8,64,68,I1938,7,90,30-05-2024,1,2025,83,97.62,High,73.7,105.60000000000001,94.60000000000001,46.2,70.4,74.80000000000001,91.30000000000001,93.72000000000001,11
S11839,Isha,M,19,B.Tech 4th Year,Chennai,India,VIT,AI,C2039,Data Science,ChatGPT,40,12,25,9,97,92,59,51,53,17,Positive,5,Low,10,85,79,I1939,5,99,20-04-2024,1,2023,67.33,27.04,Average,101.2,64.9,56.1,58.300000000000004,93.50000000000001,86.9,74.063,67.76,12
S11840,Riya,F,22,B.Tech 2nd Year,Bangalore,India,SRM,AI,C2040,Data Science,ChatGPT,65,12,13,6,85,91,88,78,68,8,Positive,6,Low,15,66,86,I1940,14,89,24-03-2024,1,2023,85.67,25.99,High,100.10000000000001,96.80000000000001,85.80000000000001,74.80000000000001,72.60000000000001,94.60000000000001,94.23700000000001,91.96000000000001,12
S11841,Kiran,F,21,B.Tech 4th Year,Mumbai,India,BITS Pilani,Traditional,C2041,Machine Learning,EdX Bot,49,16,8,9,60,52,77,63,60,3,Positive,7,Low,11,77,93,I1941,9,98,27-06-2023,1,2023,64,6.67,Average,52.0,77.0,63.0,60.0,77.0,93.0,64.0,65.0,16
S11842,Ananya,F,24,B.Tech 4th Year,Chennai,India,SRM,AI,C2042,Machine Learning,EdX Bot,65,14,9,9,73,66,61,71,56,7,Positive,5,Low,17,81,73,I1942,12,93,20-05-2023,2,2025,66,17.86,Average,72.60000000000001,67.10000000000001,78.10000000000001,61.60000000000001,89.10000000000001,80.30000000000001,72.60000000000001,73.7,14
S11843,Isha,M,20,B.Tech 3rd Year,Pune,India,BITS Pilani,AI,C2043,Cloud Basics,Google Classroom AI,41,18,21,7,94,96,71,72,45,5,Negative,7,Low,10,90,99,I1943,13,93,08-03-2023,2,2025,79.67,77.04,Average,105.60000000000001,78.10000000000001,79.2,49.50000000000001,99.00000000000001,108.9,87.63700000000001,84.15,18
S11844,Neha,F,19,B.Tech 3rd Year,Delhi,India,SRM,AI,C2044,AI Fundamentals,EdX Bot,79,15,11,8,68,91,70,73,84,18,Positive,9,Low,5,81,77,I1944,12,80,12-09-2025,2,2024,78,-7.14,Average,100.10000000000001,77.0,80.30000000000001,92.4,89.10000000000001,84.7,85.80000000000001,83.27000000000001,15
S11845,Rohit,M,19,B.Tech 2nd Year,Pune,India,IIT Hyderabad,AI,C2045,Machine Learning,Coursera AI Tutor,53,14,22,7,86,64,94,69,89,11,Neutral,8,Medium,12,72,87,I1945,5,68,26-09-2025,2,2024,75.67,-14.98,Average,70.4,103.4,75.9,97.9,79.2,95.7,83.23700000000001,83.05000000000001,14
S11846,Ananya,F,22,B.Tech 4th Year,Bangalore,India,BITS Pilani,AI,C2046,AI Fundamentals,Coursera AI Tutor,72,10,17,9,91,65,64,79,87,12,Positive,6,Medium,5,60,99,I1946,4,81,17-11-2025,2,2024,69.33,-20.31,Average,71.5,70.4,86.9,95.7,66.0,108.9,76.263,78.87,10
S11847,Ananya,F,24,B.Tech 2nd Year,Delhi,India,VIT,Traditional,C2047,Python Programming,Coursera AI Tutor,96,13,5,6,64,87,65,68,44,18,Neutral,7,High,11,73,95,I1947,14,84,21-07-2024,1,2025,73.33,66.66,Average,87.0,65.0,68.0,44.0,73.0,95.0,73.33,70.9,13
S11848,Ananya,M,22,B.Tech 3rd Year,Bangalore,India,SRM,AI,C2048,AI Fundamentals,Coursera AI Tutor,78,7,18,6,91,93,88,52,40,1,Positive,6,Low,19,61,86,I1948,14,74,01-01-2023,2,2024,77.67,94.18,Average,102.30000000000001,96.80000000000001,57.2,44.0,67.10000000000001,94.60000000000001,85.43700000000001,78.10000000000001,7
S11849,Rohit,F,23,B.Tech 3rd Year,Hyderabad,India,SRM,Traditional,C2049,Machine Learning,ChatGPT,40,14,18,8,90,89,51,83,49,5,Negative,9,Low,6,66,66,I1949,7,93,01-12-2023,1,2023,74.33,51.69,Average,89.0,51.0,83.0,49.0,66.0,66.0,74.33,74.6,14
S11850,Vikram,M,24,B.Tech 3rd Year,Hyderabad,India,IIT Hyderabad,Traditional,C2050,Data Science,Coursera AI Tutor,69,5,17,5,65,95,99,61,44,8,Positive,5,Low,11,90,94,I1950,7,72,21-04-2023,1,2023,85,93.18,High,95.0,99.0,61.0,44.0,90.0,94.0,85.0,79.2,5
S11851,Aarav,M,18,B.Tech 2nd Year,Mumbai,India,BITS Pilani,AI,C2051,Data Science,Coursera AI Tutor,76,18,22,9,90,85,64,83,67,11,Positive,5,Low,7,74,96,I1951,2,97,20-08-2024,2,2023,77.33,15.42,Average,93.50000000000001,70.4,91.30000000000001,73.7,81.4,105.60000000000001,85.063,85.47000000000001,18
S11852,Meera,F,18,B.Tech 4th Year,Pune,India,IIT Hyderabad,AI,C2052,Machine Learning,Coursera AI Tutor,57,13,12,5,90,69,64,54,71,14,Positive,9,Low,16,68,75,I1952,6,92,22-09-2025,2,2024,62.33,-12.21,Average,75.9,70.4,59.400000000000006,78.10000000000001,74.80000000000001,82.5,68.563,66.0,13
S11853,Kiran,M,18,B.Tech 1st Year,Hyderabad,India,BITS Pilani,AI,C2053,Cloud Basics,Khanmigo,69,18,5,6,98,51,72,96,46,4,Neutral,8,Medium,19,91,71,I1953,11,98,12-04-2023,1,2024,73,58.7,Average,56.1,79.2,105.60000000000001,50.6,100.10000000000001,78.10000000000001,80.30000000000001,87.78,18
S11854,Dev,F,22,B.Tech 4th Year,Chennai,India,SRM,AI,C2054,Machine Learning,Google Classroom AI,66,14,19,5,66,52,67,56,81,5,Positive,6,Low,15,61,76,I1954,11,84,05-03-2023,1,2023,58.33,-27.99,Average,57.2,73.7,61.60000000000001,89.10000000000001,67.10000000000001,83.60000000000001,64.163,64.35000000000001,14
S11855,Aarav,F,18,B.Tech 2nd Year,Chennai,India,SRM,Traditional,C2055,Machine Learning,Google Classroom AI,99,18,21,7,69,99,78,94,41,17,Positive,7,Medium,8,66,93,I1955,4,71,09-06-2024,1,2025,90.33,120.32,High,99.0,78.0,94.0,41.0,66.0,93.0,90.33,90.2,18
S11856,Ananya,M,24,B.Tech 3rd Year,Bangalore,India,SRM,Traditional,C2056,Cloud Basics,Coursera AI Tutor,88,14,21,7,90,79,92,64,61,9,Positive,8,Low,10,99,63,I1956,13,96,04-12-2023,2,2024,78.33,28.41,Average,79.0,92.0,64.0,61.0,99.0,63.0,78.33,75.4,14
S11857,Rohit,M,18,B.Tech 1st Year,Delhi,India,SRM,Traditional,C2057,Cloud Basics,Coursera AI Tutor,88,6,6,8,64,93,82,74,67,19,Positive,5,Low,9,77,65,I1957,6,66,12-05-2024,1,2025,83,23.88,High,93.0,82.0,74.0,67.0,77.0,65.0,83.0,80.2,6
S11858,Riya,M,20,B.Tech 2nd Year,Chennai,India,JNTU,Traditional,C2058,Python Programming,Google Classroom AI,69,7,18,5,91,58,78,67,72,10,Positive,7,High,6,86,76,I1958,7,94,04-10-2023,2,2023,67.67,-6.01,Average,58.0,78.0,67.0,72.0,86.0,76.0,67.67,68.5,7
S11859,Riya,M,18,B.Tech 3rd Year,Bangalore,India,SRM,AI,C2059,Python Programming,EdX Bot,84,15,5,8,73,69,86,73,78,8,Positive,9,Medium,19,77,80,I1959,7,69,22-11-2025,1,2023,76,-2.56,Average,75.9,94.60000000000001,80.30000000000001,85.80000000000001,84.7,88.0,83.60000000000001,83.71,15
S11860,Rohit,F,19,B.Tech 2nd Year,Delhi,India,SRM,Traditional,C2060,Python Programming,Khanmigo,92,8,6,7,73,61,66,73,70,3,Negative,8,Low,18,93,93,I1960,6,89,11-01-2024,2,2024,66.67,-4.76,Average,61.0,66.0,73.0,70.0,93.0,93.0,66.67,68.5,8
S11861,Kiran,F,23,B.Tech 1st Year,Hyderabad,India,BITS Pilani,Traditional,C2061,Cloud Basics,Khanmigo,75,12,11,7,67,62,75,80,73,7,Neutral,6,Low,16,68,61,I1961,14,94,31-08-2024,2,2024,72.33,-0.92,Average,62.0,75.0,80.0,73.0,68.0,61.0,72.33,74.9,12
S11862,Vikram,M,22,B.Tech 3rd Year,Bangalore,India,SRM,Traditional,C2062,AI Fundamentals,EdX Bot,60,15,5,8,79,52,92,88,49,10,Positive,7,Low,18,64,90,I1962,4,86,07-08-2023,1,2025,77.33,57.82,Average,52.0,92.0,88.0,49.0,64.0,90.0,77.33,82.0,15
S11863,Neha,F,21,B.Tech 4th Year,Delhi,India,SRM,Traditional,C2063,Machine Learning,Coursera AI Tutor,93,13,14,7,98,76,58,59,67,8,Neutral,7,Low,6,72,79,I1963,6,89,26-11-2023,2,2023,64.33,-3.99,Average,76.0,58.0,59.0,67.0,72.0,79.0,64.33,62.1,13
S11864,Aarav,F,23,B.Tech 2nd Year,Mumbai,India,BITS Pilani,Traditional,C2064,Python Programming,Google Classroom AI,55,7,22,5,69,67,70,53,63,1,Positive,5,Low,5,94,88,I1964,2,92,05-08-2023,2,2024,63.33,0.52,Average,67.0,70.0,53.0,63.0,94.0,88.0,63.33,60.9,7
S11865,Dev,F,20,B.Tech 1st Year,Pune,India,SRM,AI,C2065,AI Fundamentals,Khanmigo,56,6,7,9,69,95,89,56,53,8,Positive,9,Low,16,63,89,I1965,2,83,16-10-2025,1,2023,80,50.94,High,104.50000000000001,97.9,61.60000000000001,58.300000000000004,69.30000000000001,97.9,88.0,81.07000000000001,6
S11866,Meera,F,22,B.Tech 4th Year,Pune,India,SRM,AI,C2066,Machine Learning,EdX Bot,57,6,22,9,67,98,50,75,75,5,Neutral,5,Low,7,97,68,I1966,8,65,28-01-2024,2,2023,74.33,-0.89,Average,107.80000000000001,55.00000000000001,82.5,82.5,106.7,74.80000000000001,81.763,79.31,6
S11867,Riya,M,24,B.Tech 1st Year,Mumbai,India,IIT Hyderabad,Traditional,C2067,AI Fundamentals,EdX Bot,73,15,23,7,76,83,58,54,41,6,Neutral,6,High,6,79,74,I1967,11,64,29-05-2025,1,2024,65,58.54,Average,83.0,58.0,54.0,41.0,79.0,74.0,65.0,61.0,15
S11868,Riya,M,22,B.Tech 2nd Year,Chennai,India,JNTU,AI,C2068,Data Science,ChatGPT,60,13,17,9,97,60,95,79,73,3,Negative,8,Low,19,87,82,I1968,14,66,21-06-2024,2,2025,78,6.85,Average,66.0,104.50000000000001,86.9,80.30000000000001,95.7,90.2,85.80000000000001,88.0,13
S11869,Dev,F,19,B.Tech 1st Year,Pune,India,BITS Pilani,Traditional,C2069,Data Science,EdX Bot,51,16,27,9,72,61,76,52,74,18,Negative,9,Low,19,97,94,I1969,6,72,16-06-2024,1,2024,63,-14.86,Average,61.0,76.0,52.0,74.0,97.0,94.0,63.0,61.0,16
S11870,Isha,M,24,B.Tech 3rd Year,Delhi,India,IIT Hyderabad,AI,C2070,Machine Learning,ChatGPT,70,12,6,9,96,69,63,57,87,5,Neutral,8,Medium,8,98,84,I1970,5,85,17-12-2025,2,2025,63,-27.59,Average,75.9,69.30000000000001,62.7,95.7,107.80000000000001,92.4,69.30000000000001,67.32000000000001,12
S11871,Neha,M,23,B.Tech 1st Year,Mumbai,India,VIT,AI,C2071,AI Fundamentals,ChatGPT,49,6,7,7,95,56,85,69,82,0,Negative,6,Low,9,88,91,I1971,8,87,03-12-2025,1,2023,70,-14.63,Average,61.60000000000001,93.50000000000001,75.9,90.2,96.80000000000001,100.10000000000001,77.0,78.32000000000001,6
S11872,Rohit,M,23,B.Tech 2nd Year,Chennai,India,VIT,AI,C2072,AI Fundamentals,Khanmigo,80,17,26,9,80,95,80,81,50,11,Neutral,7,Low,16,89,78,I1972,2,73,09-07-2024,2,2023,85.33,70.66,High,104.50000000000001,88.0,89.10000000000001,55.00000000000001,97.9,85.80000000000001,93.863,91.85000000000001,17
S11873,Aarav,F,18,B.Tech 3rd Year,Bangalore,India,JNTU,Traditional,C2073,Cloud Basics,Coursera AI Tutor,94,12,8,8,61,65,95,66,71,18,Neutral,9,Medium,8,66,95,I1973,3,95,14-10-2024,1,2025,75.33,6.1,Average,65.0,95.0,66.0,71.0,66.0,95.0,75.33,74.5,12
S11874,Isha,F,24,B.Tech 1st Year,Bangalore,India,VIT,AI,C2074,Python Programming,Coursera AI Tutor,97,8,21,8,89,68,84,97,77,17,Positive,9,Low,5,97,64,I1974,12,71,05-05-2025,2,2024,83,7.79,High,74.80000000000001,92.4,106.7,84.7,106.7,70.4,91.30000000000001,96.03,8
S11875,Ananya,F,19,B.Tech 1st Year,Delhi,India,JNTU,Traditional,C2075,Machine Learning,EdX Bot,43,10,12,9,78,63,79,87,75,3,Positive,9,Medium,6,72,99,I1975,3,99,25-07-2024,1,2024,76.33,1.77,Average,63.0,79.0,87.0,75.0,72.0,99.0,76.33,79.8,10
S11876,Meera,M,18,B.Tech 3rd Year,Delhi,India,VIT,Traditional,C2076,AI Fundamentals,Google Classroom AI,54,9,27,6,99,77,67,94,86,18,Neutral,9,Medium,17,98,82,I1976,4,79,23-12-2024,2,2024,79.33,-7.76,Average,77.0,67.0,94.0,86.0,98.0,82.0,79.33,82.5,9
S11877,Ananya,F,18,B.Tech 4th Year,Delhi,India,VIT,AI,C2077,Python Programming,Google Classroom AI,92,9,12,6,74,85,66,88,81,3,Neutral,9,Low,7,83,77,I1977,11,78,28-10-2025,2,2025,79.67,-1.64,Average,93.50000000000001,72.60000000000001,96.80000000000001,89.10000000000001,91.30000000000001,84.7,87.63700000000001,88.88000000000001,9
S11878,Vikram,F,22,B.Tech 4th Year,Pune,India,IIT Hyderabad,AI,C2078,Machine Learning,ChatGPT,98,17,29,8,83,90,90,73,56,7,Positive,9,Low,11,89,97,I1978,4,85,05-04-2025,1,2025,84.33,50.59,High,99.00000000000001,99.00000000000001,80.30000000000001,61.60000000000001,97.9,106.7,92.763,89.65,17
S11879,Neha,M,23,B.Tech 3rd Year,Delhi,India,VIT,AI,C2079,AI Fundamentals,EdX Bot,94,14,29,8,72,56,66,74,60,13,Positive,5,Low,9,93,65,I1979,9,85,20-12-2023,2,2024,65.33,8.88,Average,61.60000000000001,72.60000000000001,81.4,66.0,102.30000000000001,71.5,71.863,74.80000000000001,14
S11880,Aarav,F,18,B.Tech 1st Year,Mumbai,India,JNTU,AI,C2080,Data Science,EdX Bot,81,14,7,9,83,99,99,99,70,0,Positive,7,Low,6,75,73,I1980,13,94,18-11-2023,2,2023,99,41.43,High,108.9,108.9,108.9,77.0,82.5,80.30000000000001,108.9,108.9,14
S11881,Meera,F,20,B.Tech 4th Year,Mumbai,India,SRM,AI,C2081,AI Fundamentals,Coursera AI Tutor,80,11,19,7,60,90,96,89,44,1,Positive,5,Low,14,82,76,I1981,6,84,02-01-2025,2,2023,91.67,108.34,High,99.00000000000001,105.60000000000001,97.9,48.400000000000006,90.2,83.60000000000001,100.837,100.43,11
S11882,Ananya,M,20,B.Tech 3rd Year,Chennai,India,SRM,AI,C2082,Data Science,Google Classroom AI,67,12,15,8,77,58,77,60,61,9,Positive,7,Medium,18,68,83,I1982,14,93,26-01-2025,2,2024,65,6.56,Average,63.800000000000004,84.7,66.0,67.10000000000001,74.80000000000001,91.30000000000001,71.5,71.17000000000002,12
S11883,Neha,M,23,B.Tech 2nd Year,Mumbai,India,SRM,AI,C2083,Data Science,Khanmigo,97,9,13,9,77,83,73,75,68,12,Negative,8,Low,11,84,70,I1983,8,96,07-05-2025,1,2025,77,13.24,Average,91.30000000000001,80.30000000000001,82.5,74.80000000000001,92.4,77.0,84.7,83.60000000000001,9
S11884,Ananya,M,20,B.Tech 1st Year,Pune,India,JNTU,AI,C2084,Cloud Basics,EdX Bot,46,17,15,8,98,73,86,58,40,6,Positive,7,Medium,7,71,64,I1984,8,86,24-08-2023,2,2024,72.33,80.82,Average,80.30000000000001,94.60000000000001,63.800000000000004,44.0,78.10000000000001,70.4,79.563,76.34000000000002,17
S11885,Aarav,F,22,B.Tech 2nd Year,Bangalore,India,JNTU,Traditional,C2085,Cloud Basics,EdX Bot,50,8,10,8,96,66,84,53,69,6,Positive,5,Low,11,69,96,I1985,6,65,19-04-2024,1,2024,67.67,-1.93,Average,66.0,84.0,53.0,69.0,69.0,96.0,67.67,64.9,8
S11886,Ananya,F,19,B.Tech 1st Year,Chennai,India,SRM,Traditional,C2086,Python Programming,Coursera AI Tutor,68,6,14,9,70,80,77,73,65,0,Positive,6,Low,10,73,82,I1986,9,89,12-02-2025,1,2025,76.67,17.95,Average,80.0,77.0,73.0,65.0,73.0,82.0,76.67,75.6,6
S11887,Neha,F,21,B.Tech 4th Year,Mumbai,India,VIT,AI,C2087,Machine Learning,Khanmigo,73,9,14,9,87,64,63,61,61,14,Neutral,5,Low,15,89,85,I1987,12,70,04-04-2025,1,2025,62.67,2.74,Average,70.4,69.30000000000001,67.10000000000001,67.10000000000001,97.9,93.50000000000001,68.93700000000001,68.42,9
S11888,Aarav,M,18,B.Tech 2nd Year,Delhi,India,SRM,Traditional,C2088,Python Programming,Khanmigo,91,12,22,5,70,77,85,88,49,16,Positive,6,High,10,64,97,I1988,12,63,20-02-2024,2,2024,83.33,70.06,High,77.0,85.0,88.0,49.0,64.0,97.0,83.33,84.9,12
S11889,Riya,M,21,B.Tech 2nd Year,Mumbai,India,BITS Pilani,AI,C2089,Cloud Basics,Khanmigo,97,5,17,7,91,93,84,90,52,16,Neutral,6,High,15,75,88,I1989,2,90,22-01-2024,2,2024,89,71.15,High,102.30000000000001,92.4,99.00000000000001,57.2,82.5,96.80000000000001,97.9,97.68,5
S11890,Riya,F,19,B.Tech 3rd Year,Hyderabad,India,JNTU,AI,C2090,Python Programming,Khanmigo,91,10,21,5,93,64,99,81,64,19,Positive,8,High,18,65,91,I1990,6,87,25-04-2024,2,2025,81.33,27.08,High,70.4,108.9,89.10000000000001,70.4,71.5,100.10000000000001,89.46300000000001,91.30000000000001,10
S11891,Riya,F,19,B.Tech 4th Year,Chennai,India,BITS Pilani,AI,C2091,Machine Learning,Google Classroom AI,69,6,8,5,60,66,55,90,54,1,Positive,8,Low,19,72,62,I1991,5,83,05-09-2024,1,2025,70.33,30.24,Average,72.60000000000001,60.50000000000001,99.00000000000001,59.400000000000006,79.2,68.2,77.363,82.17000000000002,6
S11892,Vikram,M,22,B.Tech 4th Year,Pune,India,BITS Pilani,AI,C2092,Machine Learning,ChatGPT,66,6,29,5,74,73,87,98,40,8,Neutral,5,Low,18,89,61,I1992,5,65,21-12-2023,2,2023,86,115.0,High,80.30000000000001,95.7,107.80000000000001,44.0,97.9,67.10000000000001,94.60000000000001,98.67000000000002,6
S11893,Ananya,M,20,B.Tech 1st Year,Mumbai,India,JNTU,AI,C2093,AI Fundamentals,Khanmigo,64,12,22,5,83,62,70,93,50,11,Negative,6,Medium,19,89,64,I1993,6,84,07-04-2024,1,2023,75,50.0,Average,68.2,77.0,102.30000000000001,55.00000000000001,97.9,70.4,82.5,87.89000000000001,12
S11894,Dev,M,20,B.Tech 3rd Year,Mumbai,India,SRM,AI,C2094,Python Programming,ChatGPT,95,10,5,5,99,91,77,56,83,18,Neutral,6,Low,6,90,60,I1994,14,77,03-05-2025,1,2024,74.67,-10.04,Average,100.10000000000001,84.7,61.60000000000001,91.30000000000001,99.00000000000001,66.0,82.13700000000001,76.23,10
S11895,Neha,M,19,B.Tech 3rd Year,Pune,India,IIT Hyderabad,Traditional,C2095,Cloud Basics,ChatGPT,87,10,22,8,61,70,58,97,88,12,Neutral,5,Medium,7,85,71,I1995,7,77,09-10-2023,2,2023,75,-14.77,Average,70.0,58.0,97.0,88.0,85.0,71.0,75.0,79.9,10
S11896,Neha,F,22,B.Tech 1st Year,Bangalore,India,BITS Pilani,AI,C2096,AI Fundamentals,Coursera AI Tutor,77,10,11,5,65,74,62,72,74,18,Positive,8,Low,14,73,74,I1996,10,67,17-07-2024,2,2025,69.33,-6.31,Average,81.4,68.2,79.2,81.4,80.30000000000001,81.4,76.263,76.34000000000002,10
S11897,Riya,M,22,B.Tech 2nd Year,Delhi,India,SRM,Traditional,C2097,Python Programming,Khanmigo,79,13,9,9,61,68,65,65,52,9,Neutral,9,Medium,15,88,87,I1997,4,93,04-03-2024,2,2024,66,26.92,Average,68.0,65.0,65.0,52.0,88.0,87.0,66.0,65.6,13
S11898,Neha,F,23,B.Tech 1st Year,Delhi,India,IIT Hyderabad,Traditional,C2098,Machine Learning,Google Classroom AI,62,18,20,7,76,97,96,53,58,6,Positive,8,Low,18,76,85,I1998,11,71,05-10-2023,1,2024,82,41.38,High,97.0,96.0,53.0,58.0,76.0,85.0,82.0,74.7,18
S11899,Meera,F,24,B.Tech 1st Year,Bangalore,India,BITS Pilani,AI,C2099,Cloud Basics,Coursera AI Tutor,95,19,9,6,66,52,96,99,87,11,Positive,7,Low,8,84,79,I1999,9,88,22-09-2024,2,2023,82.33,-5.37,High,57.2,105.60000000000001,108.9,95.7,92.4,86.9,90.563,97.57000000000001,19
S11900,Rohit,F,18,B.Tech 1st Year,Bangalore,India,SRM,AI,C2100,Python Programming,Coursera AI Tutor,68,17,14,6,62,95,91,51,51,9,Negative,8,Low,14,94,68,I2000,7,80,28-07-2024,2,2025,79,54.9,Average,104.50000000000001,100.10000000000001,56.1,56.1,103.4,74.80000000000001,86.9,78.98,17
S11901,Rohit,M,24,B.Tech 3rd Year,Hyderabad,India,BITS Pilani,AI,C2101,Machine Learning,ChatGPT,94,7,20,8,83,73,98,82,48,1,Neutral,5,Low,8,94,95,I2001,12,63,22-06-2025,2,2025,84.33,75.69,High,80.30000000000001,107.80000000000001,90.2,52.800000000000004,103.4,104.50000000000001,92.763,93.50000000000001,7
S11902,Dev,M,20,B.Tech 1st Year,Pune,India,SRM,AI,C2102,Machine Learning,EdX Bot,89,6,8,5,71,70,72,94,59,0,Positive,7,High,10,70,84,I2002,2,71,03-07-2023,2,2023,78.67,33.34,Average,77.0,79.2,103.4,64.9,77.0,92.4,86.537,90.86,6
S11903,Kiran,M,19,B.Tech 1st Year,Chennai,India,VIT,AI,C2103,Python Programming,Google Classroom AI,50,18,5,9,77,50,81,95,57,14,Positive,9,Low,8,87,92,I2003,10,71,09-08-2025,2,2023,75.33,32.16,Average,55.00000000000001,89.10000000000001,104.50000000000001,62.7,95.7,101.2,82.863,89.98,18
S11904,Dev,M,23,B.Tech 1st Year,Delhi,India,VIT,AI,C2104,Python Programming,Khanmigo,99,9,12,6,67,99,95,95,64,2,Neutral,7,Low,12,64,71,I2004,3,63,28-09-2023,1,2025,96.33,50.52,High,108.9,104.50000000000001,104.50000000000001,70.4,70.4,78.10000000000001,105.96300000000001,105.38000000000001,9
S11905,Isha,F,21,B.Tech 4th Year,Bangalore,India,JNTU,AI,C2105,Cloud Basics,Khanmigo,93,10,5,5,85,80,82,64,45,1,Positive,7,Medium,12,83,81,I2005,6,78,24-11-2025,1,2023,75.33,67.4,Average,88.0,90.2,70.4,49.50000000000001,91.30000000000001,89.10000000000001,82.863,79.86,10
S11906,Meera,M,20,B.Tech 2nd Year,Bangalore,India,IIT Hyderabad,AI,C2106,AI Fundamentals,Google Classroom AI,43,13,7,6,60,56,94,95,44,13,Negative,6,Low,12,99,68,I2006,8,98,25-07-2024,2,2024,81.67,85.61,High,61.60000000000001,103.4,104.50000000000001,48.400000000000006,108.9,74.80000000000001,89.837,95.59000000000002,13
S11907,Rohit,M,18,B.Tech 2nd Year,Pune,India,BITS Pilani,AI,C2107,Machine Learning,Khanmigo,75,13,22,6,60,81,97,68,77,0,Positive,9,Low,5,60,61,I2007,4,75,08-05-2025,1,2025,82,6.49,High,89.10000000000001,106.7,74.80000000000001,84.7,66.0,67.10000000000001,90.2,87.23,13
S11908,Isha,F,22,B.Tech 2nd Year,Chennai,India,BITS Pilani,AI,C2108,AI Fundamentals,EdX Bot,70,6,6,5,62,92,70,77,86,1,Positive,9,High,10,85,65,I2008,3,89,14-02-2023,2,2025,79.67,-7.36,Average,101.2,77.0,84.7,94.60000000000001,93.50000000000001,71.5,87.63700000000001,85.69000000000001,6
